Symbol,Date,Open,High,Low,Close    Close price adjusted for splits.,Adj Close    Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
ETH-USD,"May 7, 2025","1,816.73","1,846.43","1,813.80","1,813.80","1,813.80","17,966,127,104"
ETH-USD,"May 6, 2025","1,819.73","1,820.80","1,753.32","1,815.09","1,815.09","13,206,516,310"
ETH-USD,"May 5, 2025","1,808.70","1,832.05","1,783.31","1,819.70","1,819.70","11,389,336,489"
ETH-USD,"May 4, 2025","1,833.65","1,850.00","1,804.50","1,808.59","1,808.59","8,918,979,887"
ETH-USD,"May 3, 2025","1,842.72","1,848.25","1,812.82","1,833.84","1,833.84","8,344,452,620"
ETH-USD,"May 2, 2025","1,839.17","1,869.53","1,814.73","1,842.71","1,842.71","13,570,171,872"
ETH-USD,"May 1, 2025","1,794.04","1,872.94","1,793.15","1,839.22","1,839.22","15,861,442,721"
ETH-USD,"Apr 30, 2025","1,799.21","1,816.69","1,736.14","1,793.78","1,793.78","14,810,431,362"
ETH-USD,"Apr 29, 2025","1,798.91","1,842.03","1,782.28","1,799.18","1,799.18","14,734,257,744"
ETH-USD,"Apr 28, 2025","1,792.45","1,827.48","1,747.73","1,798.85","1,798.85","17,043,640,437"
ETH-USD,"Apr 27, 2025","1,822.18","1,856.44","1,785.90","1,792.86","1,792.86","11,321,944,113"
ETH-USD,"Apr 26, 2025","1,786.53","1,839.36","1,781.47","1,821.88","1,821.88","11,926,379,867"
ETH-USD,"Apr 25, 2025","1,770.00","1,826.70","1,740.33","1,786.63","1,786.63","17,459,399,281"
ETH-USD,"Apr 24, 2025","1,795.98","1,801.69","1,724.74","1,769.83","1,769.83","15,207,402,759"
ETH-USD,"Apr 23, 2025","1,757.20","1,829.71","1,746.92","1,796.10","1,796.10","22,904,644,756"
ETH-USD,"Apr 22, 2025","1,579.82","1,773.64","1,542.00","1,757.33","1,757.33","23,747,917,555"
ETH-USD,"Apr 21, 2025","1,587.46","1,656.12","1,566.15","1,579.73","1,579.73","15,403,785,611"
ETH-USD,"Apr 20, 2025","1,612.97","1,618.44","1,566.69","1,587.51","1,587.51","7,642,784,469"
ETH-USD,"Apr 19, 2025","1,588.97","1,629.05","1,585.47","1,612.92","1,612.92","7,168,138,700"
ETH-USD,"Apr 18, 2025","1,582.40","1,599.42","1,573.90","1,588.92","1,588.92","7,123,507,323"
ETH-USD,"Apr 17, 2025","1,578.01","1,615.31","1,564.20","1,582.55","1,582.55","11,312,160,796"
ETH-USD,"Apr 16, 2025","1,589.03","1,610.78","1,540.03","1,578.11","1,578.11","15,339,621,551"
ETH-USD,"Apr 15, 2025","1,622.77","1,659.84","1,585.23","1,588.63","1,588.63","13,175,452,875"
ETH-USD,"Apr 14, 2025","1,596.88","1,689.86","1,596.09","1,622.77","1,622.77","16,518,325,094"
ETH-USD,"Apr 13, 2025","1,643.50","1,648.29","1,564.84","1,596.69","1,596.69","13,909,890,792"
ETH-USD,"Apr 12, 2025","1,567.16","1,666.02","1,546.82","1,643.53","1,643.53","12,110,995,013"
ETH-USD,"Apr 11, 2025","1,522.47","1,587.54","1,505.00","1,567.15","1,567.15","14,871,838,813"
ETH-USD,"Apr 10, 2025","1,668.20","1,669.39","1,474.91","1,522.52","1,522.52","21,379,604,307"
ETH-USD,"Apr 9, 2025","1,472.60","1,687.19","1,386.80","1,668.04","1,668.04","39,252,195,855"
ETH-USD,"Apr 8, 2025","1,554.93","1,617.34","1,447.61","1,472.55","1,472.55","21,315,312,919"
ETH-USD,"Apr 7, 2025","1,576.95","1,634.04","1,415.37","1,555.24","1,555.24","46,073,959,047"
ETH-USD,"Apr 6, 2025","1,805.96","1,815.57","1,539.44","1,576.73","1,576.73","22,154,445,576"
ETH-USD,"Apr 5, 2025","1,815.34","1,826.30","1,767.51","1,805.97","1,805.97","6,374,712,479"
ETH-USD,"Apr 4, 2025","1,815.61","1,833.96","1,760.59","1,815.34","1,815.34","18,061,720,814"
ETH-USD,"Apr 3, 2025","1,794.98","1,844.07","1,751.38","1,815.64","1,815.64","16,450,974,373"
ETH-USD,"Apr 2, 2025","1,905.48","1,951.18","1,782.76","1,795.31","1,795.31","22,593,742,104"
ETH-USD,"Apr 1, 2025","1,823.56","1,926.30","1,820.35","1,905.49","1,905.49","15,001,220,420"
ETH-USD,"Mar 31, 2025","1,806.32","1,852.55","1,778.69","1,823.48","1,823.48","15,765,030,938"
ETH-USD,"Mar 30, 2025","1,827.31","1,847.57","1,769.41","1,806.22","1,806.22","9,854,857,162"
ETH-USD,"Mar 29, 2025","1,895.55","1,911.90","1,799.20","1,827.32","1,827.32","12,194,771,785"
ETH-USD,"Mar 28, 2025","2,002.41","2,015.45","1,863.01","1,895.50","1,895.50","18,160,526,498"
ETH-USD,"Mar 27, 2025","2,008.94","2,037.40","1,987.72","2,002.36","2,002.36","11,593,274,543"
ETH-USD,"Mar 26, 2025","2,067.51","2,078.37","1,982.41","2,009.19","2,009.19","13,178,523,590"
ETH-USD,"Mar 25, 2025","2,078.57","2,096.52","2,038.64","2,067.76","2,067.76","11,735,658,914"
ETH-USD,"Mar 24, 2025","2,005.72","2,101.98","1,978.76","2,077.48","2,077.48","14,044,912,402"
ETH-USD,"Mar 23, 2025","1,979.98","2,019.89","1,977.71","2,005.30","2,005.30","7,522,339,707"
ETH-USD,"Mar 22, 2025","1,964.94","2,005.04","1,964.27","1,980.04","1,980.04","6,117,036,512"
ETH-USD,"Mar 21, 2025","1,981.85","1,994.89","1,937.21","1,964.85","1,964.85","9,708,125,480"
ETH-USD,"Mar 20, 2025","2,057.95","2,067.48","1,952.24","1,982.10","1,982.10","13,217,865,782"
ETH-USD,"Mar 19, 2025","1,932.54","2,068.76","1,928.25","2,057.75","2,057.75","20,065,206,266"
ETH-USD,"Mar 18, 2025","1,927.01","1,935.18","1,872.51","1,932.54","1,932.54","10,170,844,746"
ETH-USD,"Mar 17, 2025","1,887.45","1,951.63","1,880.48","1,927.00","1,927.00","10,436,892,087"
ETH-USD,"Mar 16, 2025","1,937.38","1,940.47","1,863.49","1,887.44","1,887.44","9,292,997,638"
ETH-USD,"Mar 15, 2025","1,909.53","1,955.24","1,904.97","1,937.39","1,937.39","6,456,484,591"
ETH-USD,"Mar 14, 2025","1,863.00","1,945.09","1,861.11","1,909.47","1,909.47","12,122,715,282"
ETH-USD,"Mar 13, 2025","1,909.02","1,919.69","1,823.53","1,862.97","1,862.97","17,977,225,564"
ETH-USD,"Mar 12, 2025","1,919.66","1,954.57","1,832.02","1,908.98","1,908.98","22,898,872,951"
ETH-USD,"Mar 11, 2025","1,859.78","1,961.80","1,760.94","1,919.84","1,919.84","30,898,385,863"
ETH-USD,"Mar 10, 2025","2,015.43","2,150.71","1,812.77","1,861.15","1,861.15","35,005,066,442"
ETH-USD,"Mar 9, 2025","2,201.71","2,210.31","1,991.19","2,015.51","2,015.51","16,103,964,994"
ETH-USD,"Mar 8, 2025","2,139.80","2,232.33","2,107.73","2,201.51","2,201.51","10,533,204,814"
ETH-USD,"Mar 7, 2025","2,202.50","2,254.23","2,103.47","2,138.99","2,138.99","22,425,792,863"
ETH-USD,"Mar 6, 2025","2,241.91","2,319.40","2,177.68","2,202.48","2,202.48","18,509,069,102"
ETH-USD,"Mar 5, 2025","2,169.99","2,272.80","2,156.10","2,241.98","2,241.98","22,105,432,727"
ETH-USD,"Mar 4, 2025","2,145.65","2,220.36","1,996.77","2,170.02","2,170.02","33,935,738,380"
ETH-USD,"Mar 3, 2025","2,519.53","2,522.32","2,097.08","2,145.57","2,145.57","31,473,561,910"
ETH-USD,"Mar 2, 2025","2,216.52","2,548.81","2,175.32","2,519.69","2,519.69","34,854,193,845"
ETH-USD,"Mar 1, 2025","2,237.94","2,279.87","2,144.09","2,216.64","2,216.64","16,135,258,239"
ETH-USD,"Feb 28, 2025","2,305.56","2,310.95","2,076.17","2,237.91","2,237.91","35,737,904,667"
ETH-USD,"Feb 27, 2025","2,331.51","2,378.09","2,230.45","2,305.48","2,305.48","24,286,213,447"
ETH-USD,"Feb 26, 2025","2,493.38","2,503.42","2,255.05","2,331.45","2,331.45","28,815,111,323"
ETH-USD,"Feb 25, 2025","2,514.21","2,529.67","2,326.63","2,493.59","2,493.59","40,044,790,246"
ETH-USD,"Feb 24, 2025","2,820.46","2,839.01","2,478.90","2,513.82","2,513.82","29,127,380,459"
ETH-USD,"Feb 23, 2025","2,764.03","2,850.61","2,746.77","2,821.31","2,821.31","20,493,767,269"
ETH-USD,"Feb 22, 2025","2,660.04","2,797.06","2,653.87","2,764.03","2,764.03","16,403,164,397"
ETH-USD,"Feb 21, 2025","2,740.02","2,842.83","2,616.92","2,659.66","2,659.66","31,441,524,621"
ETH-USD,"Feb 20, 2025","2,715.68","2,770.03","2,708.22","2,740.39","2,740.39","15,917,259,320"
ETH-USD,"Feb 19, 2025","2,669.21","2,735.92","2,656.38","2,715.77","2,715.77","15,272,401,903"
ETH-USD,"Feb 18, 2025","2,743.02","2,754.68","2,606.90","2,669.34","2,669.34","23,004,152,928"
ETH-USD,"Feb 17, 2025","2,663.23","2,848.78","2,640.18","2,743.20","2,743.20","24,170,425,078"
ETH-USD,"Feb 16, 2025","2,693.56","2,724.10","2,655.30","2,663.32","2,663.32","10,593,602,117"
ETH-USD,"Feb 15, 2025","2,726.07","2,738.68","2,668.53","2,693.56","2,693.56","10,803,019,357"
ETH-USD,"Feb 14, 2025","2,675.94","2,790.02","2,666.27","2,726.09","2,726.09","17,732,289,901"
ETH-USD,"Feb 13, 2025","2,737.03","2,756.44","2,615.67","2,675.90","2,675.90","19,481,004,625"
ETH-USD,"Feb 12, 2025","2,602.83","2,794.87","2,551.17","2,736.90","2,736.90","26,919,387,954"
ETH-USD,"Feb 11, 2025","2,661.32","2,724.90","2,565.40","2,602.78","2,602.78","21,156,550,492"
ETH-USD,"Feb 10, 2025","2,628.65","2,692.81","2,564.02","2,661.17","2,661.17","19,414,208,113"
ETH-USD,"Feb 9, 2025","2,632.58","2,695.22","2,530.44","2,628.72","2,628.72","17,517,088,276"
ETH-USD,"Feb 8, 2025","2,623.00","2,665.48","2,591.78","2,632.31","2,632.31","17,059,263,074"
ETH-USD,"Feb 7, 2025","2,688.90","2,798.03","2,564.97","2,622.21","2,622.21","29,526,663,418"
ETH-USD,"Feb 6, 2025","2,787.66","2,857.14","2,662.45","2,688.40","2,688.40","29,500,645,692"
ETH-USD,"Feb 5, 2025","2,735.23","2,824.40","2,701.10","2,787.78","2,787.78","31,960,764,447"
ETH-USD,"Feb 4, 2025","2,883.82","2,888.25","2,636.17","2,735.05","2,735.05","48,795,275,985"
ETH-USD,"Feb 3, 2025","2,868.08","2,919.48","2,159.28","2,884.57","2,884.57","92,453,553,253"
ETH-USD,"Feb 2, 2025","3,118.61","3,161.89","2,755.47","2,868.69","2,868.69","42,060,930,305"
ETH-USD,"Feb 1, 2025","3,298.82","3,329.66","3,103.92","3,118.33","3,118.33","19,917,507,079"
ETH-USD,"Jan 31, 2025","3,247.87","3,437.57","3,214.94","3,298.27","3,298.27","30,128,115,902"
ETH-USD,"Jan 30, 2025","3,113.29","3,282.99","3,093.12","3,247.78","3,247.78","19,958,405,782"
ETH-USD,"Jan 29, 2025","3,076.38","3,177.98","3,055.18","3,113.00","3,113.00","22,727,786,058"
ETH-USD,"Jan 28, 2025","3,179.09","3,222.74","3,040.09","3,077.11","3,077.11","20,718,206,194"
ETH-USD,"Jan 27, 2025","3,235.86","3,250.40","3,024.09","3,178.92","3,178.92","39,412,486,482"
ETH-USD,"Jan 26, 2025","3,317.29","3,359.31","3,233.92","3,236.13","3,236.13","14,471,528,757"
ETH-USD,"Jan 25, 2025","3,309.71","3,349.30","3,270.27","3,317.27","3,317.27","13,744,316,078"
ETH-USD,"Jan 24, 2025","3,334.81","3,424.90","3,277.32","3,309.55","3,309.55","25,578,325,671"
ETH-USD,"Jan 23, 2025","3,240.48","3,346.73","3,184.07","3,334.71","3,334.71","32,419,520,084"
ETH-USD,"Jan 22, 2025","3,327.24","3,364.75","3,223.39","3,240.22","3,240.22","22,171,220,981"
ETH-USD,"Jan 21, 2025","3,278.44","3,365.78","3,202.49","3,327.41","3,327.41","32,804,001,146"
ETH-USD,"Jan 20, 2025","3,208.93","3,444.28","3,147.52","3,278.04","3,278.04","52,383,187,336"
ETH-USD,"Jan 19, 2025","3,305.40","3,444.21","3,127.62","3,208.96","3,208.96","57,242,875,399"
ETH-USD,"Jan 18, 2025","3,473.56","3,493.06","3,228.33","3,305.79","3,305.79","32,420,094,038"
ETH-USD,"Jan 17, 2025","3,308.19","3,525.54","3,307.31","3,474.11","3,474.11","28,200,207,229"
ETH-USD,"Jan 16, 2025","3,450.31","3,458.18","3,265.68","3,308.35","3,308.35","26,395,516,475"
ETH-USD,"Jan 15, 2025","3,223.68","3,473.10","3,186.14","3,450.54","3,450.54","25,991,614,661"
ETH-USD,"Jan 14, 2025","3,135.67","3,254.75","3,126.81","3,223.68","3,223.68","22,847,737,224"
ETH-USD,"Jan 13, 2025","3,266.10","3,335.19","2,920.59","3,135.50","3,135.50","39,911,742,769"
ETH-USD,"Jan 12, 2025","3,282.15","3,298.02","3,224.51","3,265.95","3,265.95","11,647,743,556"
ETH-USD,"Jan 11, 2025","3,267.52","3,317.65","3,219.70","3,282.22","3,282.22","11,772,144,561"
ETH-USD,"Jan 10, 2025","3,219.50","3,320.50","3,196.11","3,267.49","3,267.49","26,503,845,190"
ETH-USD,"Jan 9, 2025","3,326.36","3,355.86","3,159.38","3,219.43","3,219.43","28,815,726,276"
ETH-USD,"Jan 8, 2025","3,381.62","3,413.68","3,209.21","3,326.33","3,326.33","34,337,730,882"
ETH-USD,"Jan 7, 2025","3,688.34","3,701.11","3,358.09","3,381.58","3,381.58","32,235,312,545"
ETH-USD,"Jan 6, 2025","3,634.11","3,743.94","3,611.21","3,688.61","3,688.61","23,973,574,043"
ETH-USD,"Jan 5, 2025","3,657.74","3,673.81","3,594.62","3,634.10","3,634.10","12,830,306,908"
ETH-USD,"Jan 4, 2025","3,605.20","3,669.20","3,574.33","3,657.71","3,657.71","16,060,610,759"
ETH-USD,"Jan 3, 2025","3,451.68","3,627.06","3,421.83","3,605.01","3,605.01","21,877,299,255"
ETH-USD,"Jan 2, 2025","3,353.41","3,493.45","3,348.35","3,451.39","3,451.39","22,243,574,698"
ETH-USD,"Jan 1, 2025","3,332.41","3,366.53","3,310.26","3,353.50","3,353.50","14,195,410,493"
ETH-USD,"Dec 31, 2024","3,356.39","3,444.40","3,311.41","3,332.53","3,332.53","20,845,452,085"
ETH-USD,"Dec 30, 2024","3,349.59","3,428.53","3,298.80","3,356.39","3,356.39","26,981,583,962"
ETH-USD,"Dec 29, 2024","3,397.86","3,406.65","3,321.66","3,349.51","3,349.51","13,440,907,792"
ETH-USD,"Dec 28, 2024","3,328.77","3,419.92","3,318.03","3,397.90","3,397.90","14,305,648,523"
ETH-USD,"Dec 27, 2024","3,331.05","3,436.71","3,302.58","3,328.92","3,328.92","24,091,627,403"
ETH-USD,"Dec 26, 2024","3,493.30","3,512.60","3,302.31","3,331.23","3,331.23","22,247,726,776"
ETH-USD,"Dec 25, 2024","3,491.96","3,542.83","3,440.10","3,493.24","3,493.24","17,651,873,225"
ETH-USD,"Dec 24, 2024","3,415.74","3,535.86","3,355.61","3,492.05","3,492.05","23,083,678,195"
ETH-USD,"Dec 23, 2024","3,277.51","3,461.53","3,217.37","3,415.79","3,415.79","34,496,081,389"
ETH-USD,"Dec 22, 2024","3,337.00","3,398.66","3,219.29","3,277.54","3,277.54","24,780,768,375"
ETH-USD,"Dec 21, 2024","3,472.59","3,552.92","3,293.51","3,337.22","3,337.22","31,579,389,836"
ETH-USD,"Dec 20, 2024","3,417.93","3,496.33","3,098.20","3,472.55","3,472.55","66,383,827,229"
ETH-USD,"Dec 19, 2024","3,619.58","3,717.66","3,330.87","3,417.93","3,417.93","58,879,190,250"
ETH-USD,"Dec 18, 2024","3,886.89","3,902.72","3,617.84","3,618.79","3,618.79","48,946,681,636"
ETH-USD,"Dec 17, 2024","3,987.33","4,040.34","3,849.29","3,886.77","3,886.77","35,418,700,472"
ETH-USD,"Dec 16, 2024","3,951.65","4,106.96","3,882.71","3,987.48","3,987.48","46,536,359,669"
ETH-USD,"Dec 15, 2024","3,868.44","3,971.50","3,832.10","3,951.94","3,951.94","25,069,616,984"
ETH-USD,"Dec 14, 2024","3,910.85","3,943.28","3,826.76","3,868.41","3,868.41","28,756,190,559"
ETH-USD,"Dec 13, 2024","3,883.03","3,967.40","3,855.02","3,911.21","3,911.21","34,895,127,659"
ETH-USD,"Dec 12, 2024","3,833.17","3,987.01","3,800.09","3,883.10","3,883.10","42,971,675,764"
ETH-USD,"Dec 11, 2024","3,631.28","3,850.77","3,567.57","3,832.82","3,832.82","35,968,053,196"
ETH-USD,"Dec 10, 2024","3,719.00","3,780.75","3,520.37","3,631.83","3,631.83","58,416,417,599"
ETH-USD,"Dec 9, 2024","4,006.10","4,008.78","3,525.23","3,718.69","3,718.69","57,029,832,059"
ETH-USD,"Dec 8, 2024","4,007.69","4,018.00","3,927.85","4,005.70","4,005.70","20,943,378,971"
ETH-USD,"Dec 7, 2024","4,006.03","4,029.45","3,974.18","4,002.69","4,002.69","22,574,636,761"
ETH-USD,"Dec 6, 2024","3,792.21","4,093.17","3,782.68","4,005.81","4,005.81","52,853,668,566"
ETH-USD,"Dec 5, 2024","3,840.84","3,956.54","3,683.42","3,811.01","3,811.01","60,568,296,606"
ETH-USD,"Dec 4, 2024","3,620.04","3,895.17","3,617.74","3,841.33","3,841.33","56,799,745,752"
ETH-USD,"Dec 3, 2024","3,643.74","3,670.22","3,504.23","3,620.71","3,620.71","36,839,829,742"
ETH-USD,"Dec 2, 2024","3,710.50","3,761.34","3,557.25","3,644.20","3,644.20","47,284,967,570"
ETH-USD,"Dec 1, 2024","3,706.62","3,747.46","3,663.23","3,711.17","3,711.17","28,018,113,530"
ETH-USD,"Nov 30, 2024","3,593.60","3,739.93","3,572.25","3,705.71","3,705.71","30,670,867,436"
ETH-USD,"Nov 29, 2024","3,579.91","3,647.26","3,538.45","3,593.49","3,593.49","27,622,629,486"
ETH-USD,"Nov 28, 2024","3,656.61","3,664.88","3,531.87","3,579.81","3,579.81","32,362,724,276"
ETH-USD,"Nov 27, 2024","3,326.03","3,687.01","3,303.57","3,657.25","3,657.25","43,383,987,191"
ETH-USD,"Nov 26, 2024","3,412.95","3,461.29","3,255.54","3,326.52","3,326.52","39,902,959,158"
ETH-USD,"Nov 25, 2024","3,364.60","3,545.28","3,304.09","3,413.54","3,413.54","51,544,793,988"
ETH-USD,"Nov 24, 2024","3,397.00","3,451.80","3,288.43","3,363.66","3,363.66","27,901,454,185"
ETH-USD,"Nov 23, 2024","3,331.65","3,499.37","3,317.65","3,396.22","3,396.22","38,835,184,688"
ETH-USD,"Nov 22, 2024","3,360.65","3,428.46","3,262.81","3,331.60","3,331.60","36,775,716,442"
ETH-USD,"Nov 21, 2024","3,072.06","3,388.54","3,035.85","3,361.05","3,361.05","51,619,069,348"
ETH-USD,"Nov 20, 2024","3,111.12","3,159.95","3,032.60","3,072.19","3,072.19","29,785,491,216"
ETH-USD,"Nov 19, 2024","3,208.25","3,222.00","3,070.36","3,111.38","3,111.38","29,823,634,432"
ETH-USD,"Nov 18, 2024","3,075.72","3,225.13","3,052.49","3,207.86","3,207.86","35,445,557,613"
ETH-USD,"Nov 17, 2024","3,133.31","3,160.15","3,039.25","3,075.66","3,075.66","28,348,163,224"
ETH-USD,"Nov 16, 2024","3,089.74","3,218.09","3,073.29","3,133.27","3,133.27","26,650,658,846"
ETH-USD,"Nov 15, 2024","3,059.53","3,130.70","3,016.14","3,103.04","3,103.04","32,701,369,872"
ETH-USD,"Nov 14, 2024","3,192.52","3,240.27","3,032.97","3,058.95","3,058.95","35,743,352,141"
ETH-USD,"Nov 13, 2024","3,244.54","3,337.88","3,121.67","3,192.60","3,192.60","52,010,205,682"
ETH-USD,"Nov 12, 2024","3,375.15","3,444.15","3,211.20","3,246.26","3,246.26","56,686,078,066"
ETH-USD,"Nov 11, 2024","3,191.66","3,389.53","3,109.77","3,374.81","3,374.81","55,417,771,668"
ETH-USD,"Nov 10, 2024","3,130.73","3,249.91","3,073.25","3,191.33","3,191.33","47,418,730,187"
ETH-USD,"Nov 9, 2024","2,962.79","3,156.37","2,957.18","3,131.14","3,131.14","29,210,133,088"
ETH-USD,"Nov 8, 2024","2,895.60","2,983.74","2,889.48","2,962.30","2,962.30","32,303,261,101"
